"Identifiant unique",Identifiant,Espèce,"Numéro nomenclatural","Nom retenu","Numéro nomenclatural nom retenu",Famille,"Référentiel taxonomique",Certitude,"Type d'observation","Source de la saisie",Spontanéité,Latitude,Longitude,"Référentiel Géographique",Pays,Commune,"Identifiant Commune","Floutage (niveau de localisation diffusé)",Altitude,Lieu-dit,Milieu,Date,Notes,"Programme de sciences participatives ou observatoire citoyen","Mots Clés","Lien vers l'observation sur IdentiPlante",Image(s),Auteur
urn:lsid:tela-botanica.org:cel:3758126,3758126,"Scilla siberica Haw. [1804]",61515,"Othocallis siberica (Haw.) Speta [1998]",77990,Asparagaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758126,"https://api.tela-botanica.org/img:002479659O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758142,3758142,"Ornithogalum umbellatum L. [1753]",46526,"Ornithogalum umbellatum L. [1753]",46526,Asparagaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3758143,3758143,"Veronica austriaca L. [1759]",75429,"Veronica austriaca L. [1759]",75429,Plantaginaceae,bdtfx,certain,"observation de terrain",widget,1,45.77442,4.85586,WGS84,FR,Lyon,69123,précise,170,,"Jardin alpin",2021/05/06,,,"Bota10km, Libre10km, Projets coopératifs, ",www.tela-botanica.org/appli:identiplante#obs~3758143,"https://api.tela-botanica.org/img:002479663O,","Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3767456,3767456,"Lamium album L. [1753]",37472,"Lamium album L.",37472,Lamiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.87911,4.86310,WGS84,France,Montanay,69284,précise,258,,,2021/05/09,,,,,,"Bernard Legendre  (http://www.tela-botanica.org/profil:52553)"
urn:lsid:tela-botanica.org:cel:3767596,3767596,"Anthriscus sylvestris (L.) Hoffm. [1814]",5290,"Anthriscus sylvestris (L.) Hoffm.",5290,Apiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.81560,4.81853,WGS84,France,Saint-Cyr-au-Mont-d'Or,69191,précise,296,,,2021/05/04,"chemin vers le Mont Thou",,,www.tela-botanica.org/appli:identiplante#obs~3767596,"https://api.tela-botanica.org/img:002480227O.JPG,https://api.tela-botanica.org/img:002480228O.JPG,https://api.tela-botanica.org/img:002480229O.JPG,https://api.tela-botanica.org/img:002480230O.JPG,https://api.tela-botanica.org/img:002480231O.JPG,https://api.tela-botanica.org/img:002480232O.JPG,https://api.tela-botanica.org/img:002480233O.JPG,https://api.tela-botanica.org/img:002480234O.JPG,https://api.tela-botanica.org/img:002480235O.JPG,https://api.tela-botanica.org/img:002480236O.JPG,https://api.tela-botanica.org/img:002480237O.JPG,https://api.tela-botanica.org/img:002480238O.JPG,https://api.tela-botanica.org/img:002480239O.JPG,https://api.tela-botanica.org/img:002480240O.JPG,https://api.tela-botanica.org/img:002480241O.JPG,https://api.tela-botanica.org/img:002480242O.JPG,https://api.tela-botanica.org/img:002480243O.JPG,https://api.tela-botanica.org/img:002480244O.JPG,https://api.tela-botanica.org/img:002480245O.JPG,https://api.tela-botanica.org/img:002480246O.JPG,https://api.tela-botanica.org/img:002480247O.JPG,https://api.tela-botanica.org/img:002480248O.JPG,https://api.tela-botanica.org/img:002480249O.JPG,https://api.tela-botanica.org/img:002480250O.JPG,https://api.tela-botanica.org/img:002480251O.JPG,","Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3767598,3767598,"Dianthus carthusianorum L. [1753]",22068,"Dianthus carthusianorum L.",22068,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,45.81443,4.81897,WGS84,France,Saint-Cyr-au-Mont-d'Or,69191,précise,296,,,2021/05/04,"chemin vers le Mont Thou",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3767599,3767599,"Euphorbia helioscopia L. [1753]",25914,"Euphorbia helioscopia L.",25914,Euphorbiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.81443,4.81897,WGS84,France,Saint-Cyr-au-Mont-d'Or,69191,précise,296,,,2021/05/04,"chemin vers le Mont Thou",,,www.tela-botanica.org/appli:identiplante#obs~3767599,"https://api.tela-botanica.org/img:002480267O.JPG,https://api.tela-botanica.org/img:002480268O.JPG,https://api.tela-botanica.org/img:002480269O.JPG,","Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3767600,3767600,"Fragaria vesca L. [1753]",28137,"Fragaria vesca L.",28137,Rosaceae,bdtfx,certain,"observation de terrain",CEL,1,45.81443,4.81897,WGS84,France,Saint-Cyr-au-Mont-d'Or,69191,précise,296,,,2021/05/04,"chemin vers le Mont Thou",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3767601,3767601,"Quercus pubescens Willd. [1805]",54438,"Quercus pubescens Willd.",54438,Fagaceae,bdtfx,certain,"observation de terrain",CEL,1,45.81443,4.81897,WGS84,France,Saint-Cyr-au-Mont-d'Or,69191,précise,296,,,2021/05/04,"chemin vers le Mont Thou",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3767602,3767602,"Stellaria holostea L. [1753]",66199,"Stellaria holostea L.",66199,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,45.81443,4.81897,WGS84,France,Saint-Cyr-au-Mont-d'Or,69191,précise,296,,,2021/05/04,"chemin vers le Mont Thou",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3767603,3767603,"Veronica cymbalaria Bodard [1798]",71145,"Veronica cymbalaria Bodard",71145,Plantaginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.81443,4.81897,WGS84,France,Saint-Cyr-au-Mont-d'Or,69191,précise,296,,,2021/05/04,"chemin vers le Mont Thou",,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3776747,3776747,"Phyteuma spicatum L. [1753]",49275,"Phyteuma spicatum L. [1753]",49275,Campanulaceae,bdtfx,certain,"observation de terrain",widget,1,45.60135,4.73880,WGS84,FR,Beauvallon,69179,précise,231,,Bois,2021/05/11,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3776748,3776748,"Polygala vulgaris L. [1753]",51244,"Polygala vulgaris L. [1753]",51244,Polygalaceae,bdtfx,certain,"observation de terrain",widget,1,45.60135,4.73880,WGS84,FR,Beauvallon,69179,précise,231,,Champ,2021/05/11,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3776749,3776749,"Dioscorea L. [1753]",99008,"Dioscorea L. [1753]",99008,Dioscoreaceae,bdtfx,certain,"observation de terrain",widget,1,45.60135,4.73880,WGS84,FR,Beauvallon,69179,précise,231,,Champ,2021/05/11,,,,,,"Laurence Loudenot  (http://www.tela-botanica.org/profil:40270)"
urn:lsid:tela-botanica.org:cel:3781397,3781397,"Centranthus ruber (L.) DC. [1805]",75042,"Centranthus ruber (L.) DC.",75042,Caprifoliaceae,bdtfx,certain,"observation de terrain",CEL,1,45.75790,4.84301,WGS84,France,Lyon,69123,précise,174,,,2021/05/12,,,,,,"Liliane Roubaudi  (http://www.tela-botanica.org/profil:6865)"
urn:lsid:tela-botanica.org:cel:3782766,3782766,"Fumaria officinalis L., 1753",28525,"Fumaria officinalis L.",28525,Papaveraceae,bdtfx,certain,"observation de terrain",CEL,1,45.69853,4.74648,WGS84,France,CHAPONOST,69043,précise,310,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782767,3782767,"Viola arvensis Murray, 1770",72065,"Viola arvensis Murray",72065,Violaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69969,4.74719,WGS84,France,CHAPONOST,69043,précise,310,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782768,3782768,"Geranium rotundifolium L., 1753",30056,"Geranium rotundifolium L.",30056,Geraniaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69969,4.74722,WGS84,France,CHAPONOST,69043,précise,310,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782769,3782769,"Bellis perennis L., 1753",9408,"Bellis perennis L.",9408,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.69947,4.74611,WGS84,France,CHAPONOST,69043,précise,311,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782770,3782770,"Cardamine hirsuta L., 1753",12878,"Cardamine hirsuta L.",12878,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69947,4.74612,WGS84,France,CHAPONOST,69043,précise,311,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782771,3782771,"Stellaria holostea L., 1753",66199,"Stellaria holostea L.",66199,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69893,4.74697,WGS84,France,CHAPONOST,69043,précise,311,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782772,3782772,"Cerastium glomeratum Thuill., 1799",15862,"Cerastium glomeratum Thuill.",15862,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70001,4.74702,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782773,3782773,"Veronica persica Poir., 1808",71290,"Veronica persica Poir.",71290,Plantaginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69853,4.74648,WGS84,France,CHAPONOST,69043,précise,310,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782774,3782774,"Raphanus raphanistrum L., 1753",55553,"Raphanus raphanistrum L.",55553,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69982,4.74703,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782775,3782775,"Senecio inaequidens DC., 1838",62909,"Senecio inaequidens DC.",62909,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.69499,4.74659,WGS84,France,CHAPONOST,69043,précise,303,"La Boirie",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782776,3782776,"Capsella bursa-pastoris (L.) Medik., 1792",75016,"Capsella bursa-pastoris (L.) Medik.",75016,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69320,4.74671,WGS84,France,CHAPONOST,69043,précise,302,"La Boirie",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782777,3782777,"Alliaria petiolata (M.Bieb.) Cavara & Grande, 1913",2913,"Alliaria petiolata (M.Bieb.) Cavara & Grande",2913,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69248,4.74660,WGS84,France,CHAPONOST,69043,précise,302,"La Boirie",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782778,3782778,"Cytisus scoparius (L.) Link, 1822",21055,"Cytisus scoparius (L.) Link",21055,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69206,4.74641,WGS84,France,CHAPONOST,69043,précise,302,"La Boirie",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782779,3782779,"Urtica dioica L., 1753",70396,"Urtica dioica L.",70396,Urticaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69216,4.74586,WGS84,France,CHAPONOST,69043,précise,291,"La Boirie",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782780,3782780,"Melica uniflora Retz., 1779",41756,"Melica uniflora Retz.",41756,Poaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69123,4.74608,WGS84,France,CHAPONOST,69043,précise,281,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782781,3782781,"Saxifraga granulata L., 1753",75348,"Saxifraga granulata L.",75348,Saxifragaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69854,4.74648,WGS84,France,CHAPONOST,69043,précise,310,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782782,3782782,"Plantago lanceolata L., 1753",49948,"Plantago lanceolata L.",49948,Plantaginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70004,4.74704,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782783,3782783,"Anisantha sterilis (L.) Nevski, 1934",11176,"Anisantha sterilis (L.) Nevski",4972,Poaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70002,4.74702,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782784,3782784,"Vicia sativa L., 1753",71760,"Vicia sativa L.",71760,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70003,4.74702,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782785,3782785,"Medicago arabica (L.) Huds., 1762",41184,"Medicago arabica (L.) Huds.",41184,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70003,4.74701,WGS84,France,CHAPONOST,69043,précise,313,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782786,3782786,"Veronica arvensis L., 1753",71090,"Veronica arvensis L.",71090,Plantaginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70003,4.74701,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782787,3782787,"Ervilia hirsuta (L.) Opiz, 1852",71616,"Ervilia hirsuta (L.) Opiz",25321,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70004,4.74701,WGS84,France,CHAPONOST,69043,précise,313,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782788,3782788,"Senecio vulgaris L., 1753",63096,"Senecio vulgaris L.",63096,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.70004,4.74703,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782789,3782789,"Ranunculus bulbosus L., 1753",54838,"Ranunculus bulbosus L.",54838,Ranunculaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69977,4.74707,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782790,3782790,"Capsella rubella Reut., 1854",12792,"Capsella bursa-pastoris subsp. rubella (Reut.) Hobk.",12771,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70004,4.74703,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782791,3782791,"Stellaria media (L.) Vill., 1789",75396,"Stellaria media (L.) Vill.",75396,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69982,4.74703,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782792,3782792,"Lamium purpureum L., 1753",37538,"Lamium purpureum L.",37538,Lamiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70005,4.74705,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782793,3782793,"Valerianella locusta (L.) Laterr., 1821",70673,"Valerianella locusta (L.) Laterr.",70673,Caprifoliaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70004,4.74703,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782794,3782794,"Euphorbia cyparissias L., 1753",25823,"Euphorbia cyparissias L.",25823,Euphorbiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70005,4.74703,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782795,3782795,"Lepidium campestre (L.) R.Br., 1812",38462,"Lepidium campestre (L.) R.Br.",38462,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69982,4.74711,WGS84,France,CHAPONOST,69043,précise,311,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782796,3782796,"Lycopsis arvensis L., 1753",4439,"Lycopsis arvensis L.",40520,Boraginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69983,4.74712,WGS84,France,CHAPONOST,69043,précise,311,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782797,3782797,"Hyacinthoides non-scripta (L.) Chouard ex Rothm., 1944",34998,"Hyacinthoides non-scripta (L.) Chouard ex Rothm.",34998,Asparagaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69095,4.74598,WGS84,France,CHAPONOST,69043,précise,276,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782798,3782798,"Arabidopsis thaliana (L.) Heynh., 1842",5767,"Arabidopsis thaliana (L.) Heynh.",5767,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70004,4.74704,WGS84,France,CHAPONOST,69043,précise,312,"Croix Ramier",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782799,3782799,"Genista sagittalis L., 1753",29597,"Genista sagittalis L.",29597,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69173,4.72976,WGS84,France,CHAPONOST,69043,précise,243,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782800,3782800,"Veronica hederifolia L., 1753",71191,"Veronica hederifolia L.",71191,Plantaginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69118,4.74608,WGS84,France,CHAPONOST,69043,précise,280,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782801,3782801,"Pulmonaria longifolia (Bastard) Boreau, 1857",54002,"Pulmonaria longifolia (Bastard) Boreau",54002,Boraginaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69154,4.73067,WGS84,France,CHAPONOST,69043,précise,239,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782802,3782802,"Potentilla verna L., 1753",52737,"Potentilla verna L.",52953,Rosaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69157,4.73057,WGS84,France,CHAPONOST,69043,précise,240,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782803,3782803,"Cyanus lugdunensis (Jord.) Fourr., 1869",103645,"Cyanus lugdunensis (Jord.) Fourr.",103645,Asteraceae,bdtfx,certain,"observation de terrain",CEL,1,45.69160,4.73009,WGS84,France,CHAPONOST,69043,précise,241,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782804,3782804,"Silene vulgaris (Moench) Garcke, 1869",64419,"Silene vulgaris (Moench) Garcke",64419,Caryophyllaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69161,4.73008,WGS84,France,CHAPONOST,69043,précise,241,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782805,3782805,"Poa bulbosa L., 1753",50356,"Poa bulbosa L.",50356,Poaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69173,4.72984,WGS84,France,CHAPONOST,69043,précise,243,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782806,3782806,"Geum urbanum L., 1753",30154,"Geum urbanum L.",30154,Rosaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69127,4.73568,WGS84,France,CHAPONOST,69043,précise,230,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782807,3782807,"Poterium sanguisorba L., 1753",60289,"Poterium sanguisorba L.",53054,Rosaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69174,4.72978,WGS84,France,CHAPONOST,69043,précise,243,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782808,3782808,"Lunaria annua L., 1753",75229,"Lunaria annua L.",75229,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69115,4.73655,WGS84,France,CHAPONOST,69043,précise,228,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782809,3782809,"Salvia pratensis L., 1753",60195,"Salvia pratensis L.",60195,Lamiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69282,4.72836,WGS84,France,CHAPONOST,69043,précise,254,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782810,3782810,"Prunus mahaleb L., 1753",53552,"Prunus mahaleb L.",53552,Rosaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69276,4.72847,WGS84,France,CHAPONOST,69043,précise,255,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782811,3782811,"Dioscorea communis (L.) Caddick & Wilkin, 2002",66726,"Dioscorea communis (L.) Caddick & Wilkin",101529,Dioscoreaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69235,4.72931,WGS84,France,CHAPONOST,69043,précise,260,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782812,3782812,"Claytonia perfoliata Donn ex Willd., 1798",75057,"Claytonia perfoliata Donn ex Willd.",75057,Montiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69307,4.72888,WGS84,France,CHAPONOST,69043,précise,272,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782813,3782813,"Crataegus monogyna Jacq., 1775",19472,"Crataegus monogyna Jacq.",19472,Rosaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69305,4.72882,WGS84,France,CHAPONOST,69043,précise,271,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782814,3782814,"Calepina irregularis (Asso) Thell., 1905",12170,"Calepina irregularis (Asso) Thell.",12170,Brassicaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69407,4.72932,WGS84,France,CHAPONOST,69043,précise,284,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782815,3782815,"Genista pilosa L., 1753",29577,"Genista pilosa L.",29577,Fabaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69172,4.72983,WGS84,France,CHAPONOST,69043,précise,243,"Le Garon",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782816,3782816,"Corydalis solida (L.) Clairv., 1811",75068,"Corydalis solida (L.) Clairv.",75068,Papaveraceae,bdtfx,certain,"observation de terrain",CEL,1,45.68755,4.74145,WGS84,France,BRIGNAIS,69027,précise,220,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782817,3782817,"Primula veris L., 1753",53277,"Primula veris L.",53277,Primulaceae,bdtfx,certain,"observation de terrain",CEL,1,45.70194,4.73470,WGS84,France,CHAPONOST,69043,précise,305,"En Boissière",,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782818,3782818,"Euphorbia amygdaloides L., 1753",75121,"Euphorbia amygdaloides L.",75121,Euphorbiaceae,bdtfx,certain,"observation de terrain",CEL,1,45.69094,4.74593,WGS84,France,CHAPONOST,69043,précise,275,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
urn:lsid:tela-botanica.org:cel:3782819,3782819,"Asplenium adiantum-nigrum L., 1753",7501,"Asplenium adiantum-nigrum L.",7501,Aspleniaceae,bdtfx,certain,"observation de terrain",CEL,1,45.68878,4.74653,WGS84,France,BRIGNAIS,69027,précise,251,Baray,,2021/04/17,,,,,,"A.Poirel  (http://www.tela-botanica.org/profil:20482)"
